Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../dataset/IMG/robocam_2017_08_24_15_00_46_510.jpg;0;0.05032313;0;2.312436;113.5628;16.12561;1.166128;89.94855;-0.002324591
../dataset/IMG/robocam_2017_08_24_15_00_46_560.jpg;0;0;0;2.307003;113.5626;16.2642;1.173184;89.95621;-0.002180251
../dataset/IMG/robocam_2017_08_24_15_00_46_610.jpg;0;0;0;2.302349;113.5625;16.35582;1.146762;89.96037;-0.002071252
../dataset/IMG/robocam_2017_08_24_15_00_46_660.jpg;0;0;0;2.295306;113.5624;16.49222;1.068575;89.96565;-0.001896645
../dataset/IMG/robocam_2017_08_24_15_00_46_710.jpg;0;0;0;2.290564;113.5623;16.58255;0.9953699;89.96877;-0.001785811
../dataset/IMG/robocam_2017_08_24_15_00_46_760.jpg;0;0;0;2.283403;113.5622;16.71725;0.8614302;89.97318;-0.001551694
../dataset/IMG/robocam_2017_08_24_15_00_46_809.jpg;0;0;0;2.278595;113.5621;16.80659;0.7601128;89.97604;-0.001341313
../dataset/IMG/robocam_2017_08_24_15_00_46_860.jpg;2.256255;0;0;2.271243;113.5614;16.94001;0.5961701;90.08963;0.001059906
../dataset/IMG/robocam_2017_08_24_15_00_46_910.jpg;4.475743;0;0;2.265846;113.5597;17.02854;0.4789543;90.34329;0.02618403
../dataset/IMG/robocam_2017_08_24_15_00_46_960.jpg;3.722488;0;0;2.257541;113.5556;17.16075;0.2954721;90.87799;0.09518381
../dataset/IMG/robocam_2017_08_24_15_00_47_010.jpg;1.483559;0;0;2.2528;113.5532;17.24866;0.1741835;91.1123;0.1339576
../dataset/IMG/robocam_2017_08_24_15_00_47_060.jpg;0;0;0;2.245491;113.5502;17.38027;-0.002083386;91.23553;0.1749955
../dataset/IMG/robocam_2017_08_24_15_00_47_110.jpg;0;0.1501139;0;2.241317;113.5485;17.46815;359.8981;91.24695;0.1832298
../dataset/IMG/robocam_2017_08_24_15_00_47_159.jpg;0;0.29799;0;2.242447;113.5461;17.60081;359.7903;91.2424;0.1754955
../dataset/IMG/robocam_2017_08_24_15_00_47_210.jpg;0;0.4500539;0;2.247949;113.5442;17.68996;359.7421;91.24072;0.1715927
../dataset/IMG/robocam_2017_08_24_15_00_47_260.jpg;0;0.600057;0;2.264067;113.5415;17.8255;359.7247;91.23624;0.154042
../dataset/IMG/robocam_2017_08_24_15_00_47_310.jpg;0;0.748233;0;2.279676;113.5395;17.91724;359.7468;91.23575;0.1441042
../dataset/IMG/robocam_2017_08_24_15_00_47_359.jpg;0;0.8984579;0;2.310685;113.5365;18.05747;359.8388;91.23544;0.1281204
../dataset/IMG/robocam_2017_08_24_15_00_47_410.jpg;0;1;0;2.336053;113.5345;18.15298;359.9424;91.23529;0.116829
../dataset/IMG/robocam_2017_08_24_15_00_47_460.jpg;0;1;0;2.377564;113.5313;18.29932;0.1558579;91.23502;0.09925304
../dataset/IMG/robocam_2017_08_24_15_00_47_509.jpg;0;0.8500749;0;2.40405;113.5293;18.3986;0.3219596;91.23242;0.0818698
../dataset/IMG/robocam_2017_08_24_15_00_47_560.jpg;0;0.7002099;0;2.436864;113.5264;18.54906;0.5681158;91.22205;0.03436547
../dataset/IMG/robocam_2017_08_24_15_00_47_610.jpg;0;0.5509839;0;2.454026;113.5244;18.65009;0.7251812;91.21509;-0.0003532946
../dataset/IMG/robocam_2017_08_24_15_00_47_660.jpg;0;0.4007319;0;2.472218;113.5208;18.80191;0.9273559;91.22498;-0.00214871
../dataset/IMG/robocam_2017_08_24_15_00_47_709.jpg;0;0.25015;0;2.479553;113.5183;18.903;1.034862;91.23074;-0.00210027
../dataset/IMG/robocam_2017_08_24_15_00_47_760.jpg;0;0.099922;0;2.48274;113.5149;19.05389;1.145414;91.23691;-0.002035607
../dataset/IMG/robocam_2017_08_24_15_00_47_810.jpg;0;0;0;2.480032;113.5126;19.15368;1.181341;91.23965;-0.001989464
../dataset/IMG/robocam_2017_08_24_15_00_47_860.jpg;0;0;0;2.472879;113.5093;19.30207;1.18116;91.24191;-0.001817388
../dataset/IMG/robocam_2017_08_24_15_00_47_910.jpg;0;0;0;2.467859;113.5072;19.40021;1.149726;91.24246;-0.001697705
../dataset/IMG/robocam_2017_08_24_15_00_47_960.jpg;2.243566;0;0;2.460096;113.5034;19.54632;1.063993;91.3555;-0.001532942
../dataset/IMG/robocam_2017_08_24_15_00_48_009.jpg;4.521376;0;0;2.454536;113.4998;19.64299;0.9830396;91.6098;0.01268933
../dataset/IMG/robocam_2017_08_24_15_00_48_059.jpg;6.772095;0;0;2.445785;113.4919;19.78685;0.8271971;92.26648;0.07974588
../dataset/IMG/robocam_2017_08_24_15_00_48_110.jpg;5.961421;0;0;2.439785;113.4853;19.88205;0.7050918;92.80133;0.1481661
